input_title,input_year,found_in_tmdb,tmdb_id,title,release_date,runtime,genres,directors,cast,keywords,production_companies,original_language,budget,revenue
Nobody Knows,Unknown,True,2517.0,Nobody Knows,2004-08-07,141.0,Drama,Hirokazu Kore-eda,Yuya Yagira; Ayu Kitaura; Hiei Kimura; Momoko Shimizu; Hanae Kan; YOU; Ryo Kase; Kazuyoshi Kushida; Yukiko Okamoto; Sei Hiraizumi,"japan; sibling relationship; season; loss of loved one; melancholy; family relationships; tokyo, japan; mother child separation; grim; kids on their own; depressing; admiring; powerful",Engine Film; c-style; Bandai Visual; TV Man Union; Cinequanon,ja,0.0,0.0
Nocturnal Animals,Unknown,True,340666.0,Nocturnal Animals,2016-11-04,117.0,Drama; Thriller,Tom Ford,Amy Adams; Jake Gyllenhaal; Michael Shannon; Aaron Taylor-Johnson; Isla Fisher; Ellie Bamber; Armie Hammer; Karl Glusman; Robert Aramayo; Laura Linney,based on novel or book; cheating; parent child relationship; hostage; insomnia; flashback; revenge; murder; cancer; writer; overbearing mother; art; novelist; ex-husband ex-wife relationship; carjacking; story within the story; sexual assault; abortion; art exhibition; ambiguity; ambiguous; ambivalent,Fade to Black; Artina Films; Focus Features; Perfect World Pictures,en,22500000.0,29300000.0
Nocturne,2020.0,True,643550.0,Nocturne,2020-10-13,90.0,Horror; Mystery; Thriller,Zu Quirke,Sydney Sweeney; Madison Iseman; Jacques Colimon; Ivan Shaw; John Rothman; Rodney To; JoNell Kennedy; Julie Benz; Brandon Keener; Stephon Fuller,suicide; pianist; fraternal twins; classical musician,Blumhouse Television,en,0.0,0.0
No Reservations,Unknown,True,3638.0,No Reservations,2007-06-15,104.0,Comedy; Romance; Drama,Scott Hicks,Catherine Zeta-Jones; Aaron Eckhart; Abigail Breslin; Patricia Clarkson; Jenny Wade; Bob Balaban; Brían F. O'Byrne; Lily Rabe; Eric Silver; Arija Bareikis,new love; funeral; loss of loved one; italy; competition; cooking; mother role; bars and restaurants; restaurant; chef; perfectionist; fine dining,Castle Rock Entertainment; Storefront Pictures; Village Roadshow Pictures; WV Films III; Warner Bros. Pictures,en,28000000.0,92601050.0
Nobody,2021.0,True,615457.0,Nobody,2021-03-18,91.0,Action; Thriller,Ilya Naishuller,Bob Odenkirk; Aleksey Serebryakov; Connie Nielsen; Christopher Lloyd; Michael Ironside; Colin Salmon; RZA; Billy MacLellan; Araya Mengesha; Gage Munroe,assassin; double life; fight; midlife crisis; bratva (russian mafia); secret organization; thief; home invasion; family; brawl; duringcreditsstinger; aggressive; tense,87North Productions; Odenkirk Provissiero Entertainment; Eighty Two Films,en,16000000.0,57512470.0
Noelle,2019.0,True,454467.0,Noelle,2019-11-12,100.0,Family; Comedy; Fantasy; TV Movie,Marc Lawrence,Anna Kendrick; Bill Hader; Kingsley Ben-Adir; Billy Eichner; Julie Hagerty; Shirley MacLaine; Diana Maria Riva; Maceo Smedley; Jason Antoon; Michael Gross,holiday; santa claus; family relationships; family; christmas,Walt Disney Pictures,en,0.0,0.0
Non-Fiction,Unknown,True,471856.0,Non-Fiction,2018-10-11,107.0,Comedy; Drama; Romance,Olivier Assayas,Guillaume Canet; Juliette Binoche; Vincent Macaigne; Christa Théret; Nora Hamzawi; Pascal Greggory; Laurent Poitrenaux; Sigrid Bouaziz; Lionel Dray; Nicolas Bouchaud,affectation; zealous; candid; cautionary; clinical; inspirational; casual; whimsical; admiring; adoring; ambiguous; ambivalent; amused; apologetic; appreciative; assertive; compassionate; empathetic; enchant; informative,CG Cinéma; Vortex Sutra; ARTE France Cinéma; Playtime; LYNK Group,fr,0.0,0.0
Nonnas,Unknown,True,1151039.0,Nonnas,2025-05-01,112.0,Comedy,Stephen Chbosky,Vince Vaughn; Lorraine Bracco; Talia Shire; Susan Sarandon; Linda Cardellini; Brenda Vaccaro; Drea de Matteo; Joe Manganiello; Campbell Scott; Richie Moriarty,"restaurant; revitalization; based on true story; italian restaurant; second chance; brooklyn, new york city; death of mother; staten island, new york city; italian cuisine",Fifth Season; 1Community; Matador Content; MWM Studios,en,0.0,0.0
Nope,Unknown,True,762504.0,Nope,2022-07-20,130.0,Horror; Science Fiction; Thriller,Jordan Peele,Daniel Kaluuya; Keke Palmer; Brandon Perea; Michael Wincott; Steven Yeun; Wrenn Schmidt; Keith David; Devon Graye; Terry Notary; Barbie Ferreira,california; horse; exploitation; video surveillance; death of father; alien; ufo; social commentary; alien invasion; child star; chimpanzee; alien contact; aftercreditsstinger; horse farm; mysterious; african american man; racial issues; brother sister relationship; psychological horror; sci-fi horror,Universal Pictures; Monkeypaw Productions,en,68000000.0,170823080.0
Normal People Confessions,Unknown,False,,Normal People Confessions,,,,,,,,,,
Nocturama,Unknown,True,380623.0,Nocturama,2016-08-31,130.0,Drama; Thriller,Bertrand Bonello,Finnegan Oldfield; Vincent Rottiers; Hamza Meziani; Manal Issa; Laure Valentinelli; Martin Petit-Guyot; Jamil McCraven; Rabah Nait Oufella; Ilias Le Doré; Robin Goldbronn,"plan; paris, france; politics; disillusion; department store; materialism; terrorism; bombing; terrorist attack; millennial; ambiguous",Rectangle Productions; Wild Bunch; ARTE France Cinéma; Pandora Filmproduktion; WDR/Arte; SCOPE Pictures; My New Picture,fr,0.0,0.0
Norbit,Unknown,True,9757.0,Norbit,2007-02-08,102.0,Comedy,Brian Robbins,Eddie Murphy; Thandiwe Newton; Terry Crews; Clifton Powell; Lester Speight; Cuba Gooding Jr.; Katt Williams; Marlon Wayans; Eddie Griffin; Richard Gant,orphanage; overweight woman,Tollin/Robbins Productions; Davis Entertainment; DreamWorks Pictures; Eddie Murphy Productions,en,10000000.0,159814490.0
Norm of the North,Unknown,True,276905.0,Norm of the North,2016-01-14,86.0,Adventure; Animation; Comedy; Family,Trevor Wall,Rob Schneider; Heather Graham; Maya Kay; Ken Jeong; Bill Nighy; Colm Meaney; Charlie Adler; Gabriel Iglesias; Zachary Gordon; Kate Higgins,new york city; polar bear; arctic polar circle region; computer animation; psychotic; avalanche; shocking; lemmings; arctic; disgusted; embarrassed; ghoulish,Lionsgate; Splash Entertainment; Telegael; Assemblage Entertainment; Mandate International; Dream Factory Group; Discreet Arts Productions,en,7000000.0,17062499.0
Non-Stop,2014.0,True,225574.0,Non-Stop,2014-02-26,107.0,Action; Thriller; Mystery,Jaume Collet-Serra,Liam Neeson; Julianne Moore; Scoot McNairy; Michelle Dockery; Nate Parker; Jason Butler Harner; Corey Stoll; Omar Metwally; Lupita Nyong'o; Anson Mount,airplane; bomb; fight; murder; airplane hijacking; conspiracy; airplane crash; terrorism; cell phone; hijack; transatlantic; one night; mystery killer; flight attendant; air marshal; text; terrorist,Silver Pictures; StudioCanal; Anton Capital Entertainment; LOVEFiLM International,en,50000000.0,222809600.0
Noroi: The Curse,Unknown,True,21506.0,Noroi: The Curse,2005-08-20,115.0,Horror; Mystery; Thriller,Koji Shiraishi,Jin Muraki; Tomono Kuga; Marika Matsumoto; Satoru Jitsunashi; Rio Kanno; Shûta Kambayashi; Takashi Kakizawa; Yoshiki Tano; Yoko Chosokabe; Hisashi Miyajima,journalist; investigation; disappearance; curse; psychic; demon; occult; found footage; rite; folklore; dark secret,Xanadeux Company,ja,2000000.0,0.0
Nomadland,Unknown,True,581734.0,Nomadland,2021-01-29,108.0,Drama,Chloé Zhao,Frances McDormand; David Strathairn; Linda May; Swankie; Gay DeForest; Patricia Grier; Angela Reyes; Carl R. Hughes; Douglas G. Soul; Ryan Aquino,factory worker; van; based on novel or book; nevada; affectation; recession; homelessness; road trip; unemployment; recreational vehicle; road movie; death of husband; western usa; nomad; late stage capitalism; clinical,Cor Cordium Productions; Hear/Say Productions; Highwayman Films,en,5000000.0,39458207.0
North,Unknown,True,31586.0,North,1994-07-22,87.0,Comedy; Family; Fantasy; Adventure; Drama,Rob Reiner,Elijah Wood; Bruce Willis; Jason Alexander; Julia Louis-Dreyfus; Jon Lovitz; Alan Arkin; Dan Aykroyd; Kathy Bates; Graham Greene; Faith Ford,parent child relationship; child prodigy; young boy; travel; based on children's book,Castle Rock Entertainment; New Line Cinema; Columbia Pictures,en,40000000.0,0.0
North by Northwest,Unknown,True,213.0,North by Northwest,1959-07-08,136.0,Thriller; Adventure,Alfred Hitchcock,Cary Grant; Eva Marie Saint; James Mason; Jessie Royce Landis; Leo G. Carroll; Josephine Hutchinson; Philip Ober; Martin Landau; Adam Williams; Edward Platt,new york city; assassination; undercover agent; espionage; spy; cold war; mistaken identity; deception; romance; fugitive; on the run; advertising; framed; on the road; government agent; road movie; framed for murder; trains; cold war era; mount rushmore; absurd; adventure; man on the run; couple on the run; moral relativism; awestruck; cliché,Metro-Goldwyn-Mayer,en,4000000.0,13275000.0
Northanger Abbey,2007.0,True,18093.0,Northanger Abbey,2007-10-24,93.0,Romance; Drama; TV Movie,Jon Jones,Felicity Jones; Carey Mulligan; JJ Feild; Geraldine James; Sylvestra Le Touzel; Desmond Barrit; William Beck; Gerry O'Brien; Liam McMahon; Catherine Walker,period drama; costume drama,Irish Film Industry; Granada Television; ITV Productions; GBH,en,0.0,0.0
North Hollywood,Unknown,True,681355.0,North Hollywood,2021-03-26,94.0,Comedy; Drama,Mikey Alfred,Ryder McLaughlin; Miranda Cosgrove; Vince Vaughn; Angus Cloud; Nico Hiraga; Aramis Hudson; Bobby Worrest; Tyshawn Jones; Tom Papa; Blake Anderson,skateboarding; coming of age; father son relationship,Illegal Civ,en,1800000.0,0.0
Not Another Teen Movie,Unknown,True,11397.0,Not Another Teen Movie,2001-12-07,89.0,Comedy,Joel Gallen,Chyler Leigh; Chris Evans; Jaime Pressly; Eric Christian Olsen; Mia Kirshner; Deon Richmond; Eric Jungmann; Ron Lester; Cody McMains; Sam Huntington,underdog; high school; cheerleader; kiss; satire; parody; school party; jock; crude humor; teen movie; spoof; prom; crush; teenage crush; sex toy; prom queen; aftercreditsstinger; duringcreditsstinger; high school american football; teenager,Neal H. Moritz Productions; Original Film; Columbia Pictures,en,16000000.0,66468332.0
Normal People,2020.0,True,965982.0,Normal Porn for Normal People,2020-05-06,4.0,Horror,Amber Rose McNeill,,creepypasta; short film; experimental film,,en,250.0,0.0
Nosferatu,2024.0,True,426063.0,Nosferatu,2024-12-25,133.0,Drama; Horror; Fantasy,Robert Eggers,Lily-Rose Depp; Nicholas Hoult; Bill Skarsgård; Aaron Taylor-Johnson; Willem Dafoe; Emma Corrin; Ralph Ineson; Simon McBurney; Adéla Hesová; Milena Konstantinova,cold; based on novel or book; vampire; necrophilia; eroticism; possession; würzburg; remake; gothic horror; desire; questioning; somnambulism; plague; 19th century; dread; drinking blood; complex; supernatural horror; period piece; grand; 1830s; nightmares; dramatic; amused; gloomy,Focus Features; Studio 8; Maiden Voyage Pictures; Birch Hill Road Entertainment,en,50000000.0,181744067.0
Nosferatu,Unknown,True,426063.0,Nosferatu,2024-12-25,133.0,Drama; Horror; Fantasy,Robert Eggers,Lily-Rose Depp; Nicholas Hoult; Bill Skarsgård; Aaron Taylor-Johnson; Willem Dafoe; Emma Corrin; Ralph Ineson; Simon McBurney; Adéla Hesová; Milena Konstantinova,cold; based on novel or book; vampire; necrophilia; eroticism; possession; würzburg; remake; gothic horror; desire; questioning; somnambulism; plague; 19th century; dread; drinking blood; complex; supernatural horror; period piece; grand; 1830s; nightmares; dramatic; amused; gloomy,Focus Features; Studio 8; Maiden Voyage Pictures; Birch Hill Road Entertainment,en,50000000.0,181744067.0
Nosferatu the Vampyre,Unknown,True,6404.0,Nosferatu the Vampyre,1979-01-17,107.0,Drama; Horror,Werner Herzog,Klaus Kinski; Isabelle Adjani; Bruno Ganz; Roland Topor; Walter Ladengast; Martje Grohmann; Carsten Bodinus; Beverly Walker; Jacques Dufilho; Clemens Scheitz,small town; ship; transylvania; vampire; bite; coffin; bed; castle; house; melancholy; cowardliness; doctor; plague; dread; gypsies; german expressionism; dracula,Werner Herzog Filmproduktion; Gaumont,de,1400000.0,0.0
Notting Hill,Unknown,True,509.0,Notting Hill,1999-05-21,124.0,Romance; Comedy,Roger Michell,Julia Roberts; Hugh Grant; Gina McKee; Tim McInnerny; Rhys Ifans; Emma Chambers; Hugh Bonneville; Richard McCabe; James Dreyfus; Dylan Moran,"new love; london, england; bookshop; roommates; press conference; paparazzi; interview; romcom; birthday party; fame; falling in love; group of friends; tabloid; valentine's day; movie star; social differences; movie set; dinner party; dating woes; wealth differences; awkward situation; movie theater; unexpected romance; best friends; unlikely romance; bookstore owner; famous actress; charming romances and delightful chemistry; bookshop owner",Working Title Films; Notting Hill Pictures; Duncan Kenworthy Productions; PolyGram Filmed Entertainment,en,42000000.0,363889678.0
Not Okay,Unknown,True,838330.0,Not Okay,2022-07-29,103.0,Comedy; Drama,Quinn Shephard,Zoey Deutch; Mia Isaac; Dylan O'Brien; Nadia Alexander; Tia Dionne Hodge; Negin Farsad; Embeth Davidtz; Brennan Brown; Karan Soni; Dash Perry,new york city; satire; social media; woman director; social media influencer; cringe comedy; cancel culture,Makeready; Searchlight Pictures,en,0.0,0.0
Notes on a Scandal,Unknown,True,1259.0,Notes on a Scandal,2006-12-25,92.0,Drama; Romance,Richard Eyre,Judi Dench; Cate Blanchett; Bill Nighy; Andrew Simpson; Phil Davis; Michael Maloney; Juno Temple; Max Lewis; Joanna Scanlan; Julia McKenzie,adultery; infidelity; friendship; based on novel or book; obsession; blackmail; seduction; stalker; teacher; love; loneliness; conservative; relationship; art; extramarital affair; angry; antagonistic; audacious; condescending,Fox Searchlight Pictures; DNA Films; UK Film Council; BBC Film; Scott Rudin Productions; Robert Fox Productions; Ingenious Media,en,15000000.0,49814392.0
Now You See Me,Unknown,True,75656.0,Now You See Me,2013-05-29,116.0,Thriller; Crime,Louis Leterrier,Mark Ruffalo; Jesse Eisenberg; Woody Harrelson; Isla Fisher; Dave Franco; Mélanie Laurent; Morgan Freeman; Michael Caine; Michael Kelly; Common,"new york city; paris, france; escape; magic; bank; fbi; vault; new orleans, louisiana; investigation; heist; money; conspiracy; las vegas; magician; tense; awestruck; excited; elaborate deception",Summit Entertainment; K/O Paper Products; SOIXAN7E QUIN5E; See Me Louisiana,en,75000000.0,351723989.0
Novocaine,2025.0,True,1195506.0,Novocaine,2025-03-12,110.0,Action; Comedy; Thriller,Dan Berk; Robert Olsen,Jack Quaid; Amber Midthunder; Ray Nicholson; Jacob Batalon; Betty Gabriel; Matt Walsh; Conrad Kemp; Evan Hengst; Craig Jackson; Lou Beatty Jr.,pain; superhero; dark comedy; bank robbery; held hostage; speculative; curious; frantic; mischievous; playful; casual; comedy thriller; incredulous; hilarious; comedy; action; whimsical; audacious; defiant; dubious; farcical; one-person film,Safehouse Pictures; Paramount Pictures; Infrared Pictures; Domain Entertainment; Circle Management + Production,en,18000000.0,34208050.0
Nowhere,Unknown,True,1151534.0,Nowhere,2023-09-29,109.0,Thriller; Drama,Albert Pintó,Anna Castillo; Tamar Novas; Irina Bravo; Victoria Teijeiro; Lucia Soria; Mary Ruiz; Tony Corvillo; Mariam Torres; Edu Bulnes; Antonio Buíl,lost at sea; survival at sea; absurd; awestruck; distressing; tragic,Rock & Ruz,es,0.0,0.0
"Now, Voyager",Unknown,True,32847.0,"Now, Voyager",1942-10-22,117.0,Romance; Drama,Irving Rapper,Bette Davis; Paul Henreid; Claude Rains; Gladys Cooper; Bonita Granville; John Loder; Ilka Chase; Lee Patrick; Franklin Pangborn; Katharine Alexander,"transformation; cruise; buenos aires, argentina; love; black and white; psychiatrist; nervous breakdown; insecurity; psychiatry; spinster; mother daughter relationship; middle age",Warner Bros. Pictures,en,877000.0,4177000.0
Nymphomaniac: Vol. I,Unknown,True,249397.0,Nymphomaniac: Vol. II,2013-12-25,124.0,Drama; Mystery,Lars von Trier,Charlotte Gainsbourg; Stellan Skarsgård; Stacy Martin; Shia LaBeouf; Willem Dafoe; Udo Kier; Jean-Marc Barr; Jamie Bell; Mia Goth; Michaël Pas,bondage; whip; sexuality; masochism; sex therapy; chapter; sadomasochism; sequel; sexual violence; love; nymphomaniac; tragedy; loneliness; masturbation; therapy; bdsm; addict; sexual pleasure; sexually aggressive woman; pleasure; virginity; abortion; sex; cruel,Zentropa Entertainments; ARTE France Cinéma; Caviar; Slot Machine; Zentropa International Köln; Zentropa International France; Zenbelgie BVBA,en,2350000.0,4934725.0
Now You See Me 2,Unknown,True,291805.0,Now You See Me 2,2016-06-02,129.0,Thriller; Crime,Jon M. Chu,Jesse Eisenberg; Mark Ruffalo; Woody Harrelson; Morgan Freeman; Dave Franco; Daniel Radcliffe; Lizzy Caplan; Michael Caine; Jay Chou; Sanaa Lathan,prison; new york city; magic; kidnapping; fbi; card trick; secret society; hypnosis; illusion; twin brother; heist; revenge; vigilante; on the run; fake death; macau; curious; perception; illusionist; secrecy; illusionism; debunker; sleight of hand; fbi agent,Summit Entertainment; K/O Paper Products; TIK Films; Lionsgate,en,120000000.0,334897606.0
Notorious,Unknown,True,14410.0,Notorious,2009-01-16,122.0,Music; Drama; History,George Tillman Jr.,Jamal Woolard; Derek Luke; Naturi Naughton; Anthony Mackie; Antonique Smith; Angela Bassett; Marc John Jefferies; Sean Ringgold; C.J. Wallace; Dennis L.A. White,rap music; ghetto; murder; death; boom box; rapping; crack addict; gold tooth; praying,Fox Searchlight Pictures,en,0.0,43051547.0
Nutty Professor II: The Klumps,Unknown,True,12107.0,Nutty Professor II: The Klumps,2000-07-27,107.0,Fantasy; Comedy; Romance; Science Fiction,Peter Segal,Eddie Murphy; Janet Jackson; Larry Miller; John Ales; Richard Gant; Anna Maria Horsford; Melinda McGraw; Jamal Mixon; Gabriel Williams; Chris Elliott,mad scientist; alter ego; family; dean; duringcreditsstinger; research laboratory,Universal Pictures; Imagine Entertainment; Eddie Murphy Productions,en,84000000.0,123307945.0
